Q49	linux command line basics	D107	https://example.com/dc
Q49	linux command line basics	D108	https://example.com/dd
Q49	linux command line basics	D109	https://example.com/de
Q50	how to center a div	D110	https://example.com/df
Q50	how to center a div	D111	https://example.com/dg
Q50	how to center a div	D112	https://example.com/dh
Q50	how to center a div	D113	https://example.com/di
Q51	rest api best practices	D114	https://example.com/dj
Q51	rest api best practices	D115	https://example.com/dk
Q52	http status codes	D116	https://example.com/dl
Q52	http status codes	D117	https://example.com/dm
Q53	oauth2 flow explained	D118	https://example.com/dn
Q54	jwt authentication	D119	https://example.com/do
Q54	jwt authentication	D120	https://example.com/dp
Q55	binary search algorithm	D121	https://example.com/dq
Q55	binary search algorithm	D122	https://example.com/dr
Q56	big o notation	D123	https://example.com/ds
Q56	big o notation	D124	https://example.com/dt
Q57	load balancing algorithms	D125	https://example.com/du
Q58	message queue vs pubsub	D126	https://example.com/dv
Q59	caching strategies web	D127	https://example.com/dw
Q60	web scraping python	D128	https://example.com/dx
Q60	web scraping python	D129	https://example.com/dy
